Sandwich Club al vapor,sandwich-club-al-vapor-streetxo,11.00,StreetXO,streetxo,https://11870.com/pro/streetxo,4,Calle Serrano 52 (Gourmet Experience de Serrano),"Una barra enorme, una cocina vista, la música a tope, fuego, cócteles y diversión. Así es StreetXo, el local de Street Food del famoso chef con 3* Michelin Dabiz Muñoz. Aquí nada es convencional pero sólo por las Croquetas de la Pedroche o clásicos como el Sandwich Club querréis ir una y otra vez. ",3012727,https://11870.com/pro/streetxo,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/3c/3c1523506c3cc8a0b640da99b37898a7,3c1523506c3cc8a0b640da99b37898a7.jpeg
Dumpling pekinés,dumplin-pekines-streetxo,12.50,StreetXO,streetxo,https://11870.com/pro/streetxo,4,Calle Serrano 52 (Gourmet Experience de Serrano),"Una barra enorme, una cocina vista, la música a tope, fuego, cócteles y diversión. Así es StreetXo, el local de Street Food del famoso chef con 3* Michelin Dabiz Muñoz. Aquí nada es convencional pero sólo por las Croquetas de la Pedroche o clásicos como el Sandwich Club querréis ir una y otra vez. ",3012727,https://11870.com/pro/streetxo,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/6f/6f5cba7d13565971ca6b872404756af5,6f5cba7d13565971ca6b872404756af5.jpeg
"""Saam"" de panceta ibérica a la brasa",11575-streetxo,14.50,StreetXO,streetxo,https://11870.com/pro/streetxo,4,Calle Serrano 52 (Gourmet Experience de Serrano),"Una barra enorme, una cocina vista, la música a tope, fuego, cócteles y diversión. Así es StreetXo, el local de Street Food del famoso chef con 3* Michelin Dabiz Muñoz. Aquí nada es convencional pero sólo por las Croquetas de la Pedroche o clásicos como el Sandwich Club querréis ir una y otra vez. ",3012727,https://11870.com/pro/streetxo,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/b0/b0d66b4b82339e181ed79f06376ca7df,b0d66b4b82339e181ed79f06376ca7df.jpeg
Civet blanco de jabalí,11581-streetxo,17.00,StreetXO,streetxo,https://11870.com/pro/streetxo,4,Calle Serrano 52 (Gourmet Experience de Serrano),"Una barra enorme, una cocina vista, la música a tope, fuego, cócteles y diversión. Así es StreetXo, el local de Street Food del famoso chef con 3* Michelin Dabiz Muñoz. Aquí nada es convencional pero sólo por las Croquetas de la Pedroche o clásicos como el Sandwich Club querréis ir una y otra vez. ",3012727,https://11870.com/pro/streetxo,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/05/057612c11e33f29593fb6631b257ed52,057612c11e33f29593fb6631b257ed52.jpeg
Costilla de raya y hojas de banana,11577-streetxo,13.00,StreetXO,streetxo,https://11870.com/pro/streetxo,4,Calle Serrano 52 (Gourmet Experience de Serrano),"Una barra enorme, una cocina vista, la música a tope, fuego, cócteles y diversión. Así es StreetXo, el local de Street Food del famoso chef con 3* Michelin Dabiz Muñoz. Aquí nada es convencional pero sólo por las Croquetas de la Pedroche o clásicos como el Sandwich Club querréis ir una y otra vez. ",3012727,https://11870.com/pro/streetxo,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/83/836d92bee8686bd4f3592fa8971903d5,836d92bee8686bd4f3592fa8971903d5.jpeg
Laksa singapore con carabineros a la llama de robata,11584-streetxo,20.00,StreetXO,streetxo,https://11870.com/pro/streetxo,4,Calle Serrano 52 (Gourmet Experience de Serrano),"Una barra enorme, una cocina vista, la música a tope, fuego, cócteles y diversión. Así es StreetXo, el local de Street Food del famoso chef con 3* Michelin Dabiz Muñoz. Aquí nada es convencional pero sólo por las Croquetas de la Pedroche o clásicos como el Sandwich Club querréis ir una y otra vez. ",3012727,https://11870.com/pro/streetxo,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/18/18c93ca08011449e9cfee6dc89760870,18c93ca08011449e9cfee6dc89760870.jpeg
Lasaña Koreana del Wonton y vaca vieja,11574-streetxo,15.00,StreetXO,streetxo,https://11870.com/pro/streetxo,4,Calle Serrano 52 (Gourmet Experience de Serrano),"Una barra enorme, una cocina vista, la música a tope, fuego, cócteles y diversión. Así es StreetXo, el local de Street Food del famoso chef con 3* Michelin Dabiz Muñoz. Aquí nada es convencional pero sólo por las Croquetas de la Pedroche o clásicos como el Sandwich Club querréis ir una y otra vez. ",3012727,https://11870.com/pro/streetxo,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/d6/d6100edb61ce09fd6fe9cf673ea436d3,d6100edb61ce09fd6fe9cf673ea436d3.jpeg
Saltado peruano de presa,11579-streetxo,16.00,StreetXO,streetxo,https://11870.com/pro/streetxo,4,Calle Serrano 52 (Gourmet Experience de Serrano),"Una barra enorme, una cocina vista, la música a tope, fuego, cócteles y diversión. Así es StreetXo, el local de Street Food del famoso chef con 3* Michelin Dabiz Muñoz. Aquí nada es convencional pero sólo por las Croquetas de la Pedroche o clásicos como el Sandwich Club querréis ir una y otra vez. ",3012727,https://11870.com/pro/streetxo,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/93/93e3ea40b09aedc107bd4c42f016979c,93e3ea40b09aedc107bd4c42f016979c.jpeg
Saté balinés de paletilla de conejo adobada y lacada,11587-streetxo,15.00,StreetXO,streetxo,https://11870.com/pro/streetxo,4,Calle Serrano 52 (Gourmet Experience de Serrano),"Una barra enorme, una cocina vista, la música a tope, fuego, cócteles y diversión. Así es StreetXo, el local de Street Food del famoso chef con 3* Michelin Dabiz Muñoz. Aquí nada es convencional pero sólo por las Croquetas de la Pedroche o clásicos como el Sandwich Club querréis ir una y otra vez. ",3012727,https://11870.com/pro/streetxo,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/83/8397f40ff489d381c94c9c51d0feab0e,8397f40ff489d381c94c9c51d0feab0e.jpeg
Costillas de cerdo a la barbacoa,costillas-de-cerdo-a-la-barbacoa-new-york-burger-madrid,14.50,New York Burger,new-york-burger-madrid,https://11870.com/pro/new-york-burger-madrid,4,Calle del General Yagüe 5,La mejor carne y nuestra parrilla de carbón hacen la diferencia. En New York Burger se miman todos sus detalles siguiendo las pautas establecidas para la elaboración de las mejores hamburguesas de Madrid y carnes especiales.,108163,https://11870.com/pro/new-york-burger-madrid,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/imagenes/c6/c65ed32da00f7835662d0a9aed400434,c65ed32da00f7835662d0a9aed400434.jpeg
Nachos con guacamole,nachos-con-guacamole-new-york-burger-madrid,9.90,New York Burger,new-york-burger-madrid,https://11870.com/pro/new-york-burger-madrid,4,Calle del General Yagüe 5,La mejor carne y nuestra parrilla de carbón hacen la diferencia. En New York Burger se miman todos sus detalles siguiendo las pautas establecidas para la elaboración de las mejores hamburguesas de Madrid y carnes especiales.,108163,https://11870.com/pro/new-york-burger-madrid,https://s3-eu-west-1.amazonaws.com/assets.11870.com/originales/pro/37/37e0a11d77cb21b8a53bbd99fd9eebf4,37e0a11d77cb21b8a53bbd99fd9eebf4.jpeg
